Customer ID,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Tenure Category,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,New Customer,Churn Label,Churn Score,CLTV,Churn Reason,Population,Engagement Score,Gender_Male,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Price,Density_High,Density_Low,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Cluster_Demo,Cluster_SVC,Cluster_Streaming,Cluster_Tenure,Cluster_Payment,Cluster_Profit,Cluster_Overall,Cluster_Churn
1297-VQDRP,1.0,0,1,1,1,0.1111111111111111,Foothill Ranch,0,0.0,0.943661971830986,1.0,1,0.6423284656931386,1,1,0.1411764705882353,0,0,1,1,1,1,0,0,1,0.8845771144278608,0.849411493191784,0.0,0.3333333333333333,0.612524966897821,0.8021354777311888,1.0,0,0,0.6703296703296704,0.5161218590171226,,0.1037768109884681,0.5714285714285714,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,3,1,0
4676-MQUEA,1.0,0,1,1,0,0.0,Laguna Beach,1,0.8181818181818182,0.6901408450704226,0.75,1,0.2898579715943188,1,1,0.2,1,1,1,0,1,0,0,1,1,0.8323383084577115,0.6054350334641126,0.0,0.0,0.2032417693395274,0.4991344691996474,0.5,0,0,0.2197802197802198,0.4849899933288858,,0.2393278492315291,0.8571428571428572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0
7025-WCBNE,0.9016393442622952,0,1,0,0,0.0,Santa Ana,0,0.0,0.647887323943662,0.75,1,0.2956591318263653,1,1,0.1176470588235294,0,1,0,1,0,0,0,1,0,0.4114427860696518,0.3156242787906761,0.0,0.0,0.1948708453959918,0.2866119528549136,0.5,0,0,0.3076923076923077,0.2561707805203468,,0.4189638467237874,0.7142857142857142,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,3,1,1,0,0,1,0
6030-REHUX,0.9344262295081968,0,1,1,0,0.0,Fountain Valley,1,0.5454545454545454,0.3802816901408451,0.5,1,0.9135827165433088,1,1,0.0941176470588235,0,1,1,1,1,1,0,1,1,0.9213930348258706,0.3675975075005769,0.0,0.0,0.3587266321057474,0.3731232198080277,0.75,0,0,0.5824175824175825,0.423171002890816,,0.5180481410414728,0.8571428571428572,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,3,1,0
6522-YRBXD,0.8032786885245903,0,1,1,0,0.0,Anaheim,1,0.2727272727272727,0.4788732394366197,0.5,1,0.4088817763552711,1,1,0.2117647058823529,1,1,0,0,0,1,0,1,1,0.7592039800995024,0.3861758596815139,0.0,0.0,0.2006889741690792,0.3394753963462056,0.5,0,0,0.7032967032967034,0.1396486546586613,,0.4281683986549385,0.7142857142857142,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,0,1,0
6689-VRRTK,0.8524590163934426,0,1,0,0,0.0,Camarillo,0,0.0,0.6056338028169015,0.75,1,0.9951990398079616,1,1,0.0235294117647058,1,1,1,0,1,1,0,1,1,0.9109452736318407,0.5586833602584814,0.0,0.0,0.6140734756165983,0.5877238463352507,0.5,0,0,0.3296703296703296,0.8265510340226816,,0.4069570834204077,0.8571428571428572,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,1,0
7134-MJPDY,0.8196721311475411,0,1,0,0,0.0,Moorpark,0,0.0,0.9154929577464788,1.0,1,0.2326465293058612,1,1,0.0588235294117647,0,0,1,1,1,1,0,0,1,0.8417910447761193,0.8029021463189476,0.0,0.4,0.2153268699925941,0.6508599278473455,0.5,0,0,0.3846153846153846,0.7929730931732266,,0.313211239242358,0.5714285714285714,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0
4881-JVQOD,0.8852459016393442,0,1,1,1,0.3333333333333333,Oxnard,1,0.0909090909090909,0.1267605633802817,0.25,0,0.0,0,1,0.6235294117647059,0,0,0,0,0,1,0,1,1,0.1621890547263681,0.0396722824832679,0.0,0.0,0.0,0.0285365923007063,0.75,0,0,0.5494505494505495,0.721592172559484,,0.7573094971217965,0.1428571428571428,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,2,2,1,1,0
6797-UCJHZ,0.9016393442622952,0,1,1,0,0.0,Simi Valley,1,0.6363636363636364,0.9154929577464788,1.0,1,0.5103020604120825,1,1,0.1764705882352941,0,1,1,0,1,1,0,1,0,0.8592039800995025,0.7847507500576968,0.0,0.0,0.4723119908436007,0.7092962189266081,0.5,0,0,0.2417582417582417,0.826995774961085,,0.6154511085358209,0.7142857142857142,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,3,1,0
2469-DTSGX,0.8688524590163934,0,1,0,0,0.0,Somis,0,0.0,1.0,1.0,1,0.8963792758551711,1,1,0.1647058823529411,0,1,1,1,1,1,0,1,0,0.9293532338308458,0.9144530348488346,0.0,0.0,0.9050696828923452,0.9322987661795722,1.0,0,0,0.7692307692307693,0.7527240382477207,,0.0280696088302904,0.8571428571428572,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,0
4908-XAXAY,0.836065573770492,0,1,0,0,0.0,Buttonwillow,0,0.0,0.676056338028169,0.75,1,0.9545909181836368,0,1,0.2470588235294117,0,1,1,0,0,1,0,1,1,0.7124378109452736,0.4925455804292638,0.0,0.0,0.6559505374896205,0.5522772240796522,0.75,0,0,0.2747252747252747,0.8848120969535245,,0.0196344776488021,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,3,1,0
3509-GWQGF,0.9016393442622952,0,1,0,0,0.0,Ducor,0,0.0,0.323943661971831,0.5,1,0.6347269453890778,0,1,0.1529411764705882,0,0,0,0,0,0,0,0,0,0.5149253731343283,0.197761366258943,0.0,0.9333333333333332,0.2136268767252407,0.2184950969979879,0.5,0,0,0.7912087912087913,0.7202579497442738,,0.0077132055398293,0.1428571428571428,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,1,2,1,2,2,0
3729-OWRVL,1.0,0,1,0,0,0.0,Pixley,0,0.0,0.9014084507042254,1.0,1,0.8847769553910781,1,1,0.3176470588235294,1,0,1,1,1,1,0,1,1,0.9164179104477612,0.8339891530117701,0.0,0.0,0.8065009313494469,0.8446025164785356,0.5,0,0,0.8131868131868132,0.5096731154102736,,0.0397724034424454,0.8571428571428572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,3,1,0
7251-LJBQN,0.9016393442622952,0,1,0,0,0.0,Strathmore,0,0.0,0.5492957746478874,0.75,1,0.5709141828365674,1,1,0.2823529411764706,0,0,1,1,1,1,0,1,1,0.8507462686567163,0.481144703438726,0.0,0.0,0.3202495567674319,0.4439412007713677,0.5,0,0,0.1648351648351648,0.3480097843006448,,0.0539354446492011,0.7142857142857142,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,0
2682-KEVRP,0.7540983606557378,0,1,0,0,0.0,Woodlake,0,0.0,0.295774647887324,0.5,1,0.6879375875175036,0,0,0.0,0,0,0,0,0,0,0,0,1,0.017910447761194,0.0459496884375721,0.0,0.0,0.2122410736327117,0.0963557390127764,0.5,0,0,0.1758241758241758,0.5167889704247275,,0.0841518323612667,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,2,0
9978-HYCIN,0.8688524590163934,0,1,1,1,0.1111111111111111,Bakersfield,1,0.0909090909090909,0.647887323943662,0.75,1,0.8459691938387678,0,1,0.2588235294117647,0,1,0,0,1,0,0,0,1,0.663681592039801,0.461487422109393,0.0,0.5333333333333333,0.5575837653448238,0.5071358205984623,0.5,0,0,0.6923076923076923,0.3070936179675339,,0.1230313277732393,0.2857142857142857,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,3,1,0
8329-UTMVM,0.9344262295081968,0,1,0,0,0.0,Bakersfield,0,0.0,0.3661971830985915,0.5,1,0.6879375875175036,1,1,0.2235294117647058,0,1,0,1,1,1,0,1,1,0.8597014925373135,0.3398569120701592,0.0,0.0,0.2604776812765098,0.3237310983962174,0.75,0,0,0.2857142857142857,0.2448298865910607,,0.2385679275034671,0.7142857142857142,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,3,1,0
6952-OMNWB,0.918032786885246,0,1,1,0,0.0,Creston,1,0.6363636363636364,0.943661971830986,1.0,1,0.6863372674534908,1,1,0.1764705882352941,0,0,1,0,0,0,0,1,1,0.617910447761194,0.6427994461112394,0.0,0.0,0.6544917973922216,0.6607319965412218,0.75,0,0,0.2527472527472527,0.7956415388036469,,0.0113228337481239,0.5714285714285714,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,3,1,0
6549-YMFAW,0.836065573770492,0,1,1,0,0.0,Los Olivos,1,0.0909090909090909,0.1126760563380281,0.25,1,0.0332066413282656,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0298507462686567,0.0214343411031617,0.0,0.0,0.0041910725106039,0.0165688519298409,0.75,0,0,0.7032967032967034,0.0664887702913053,,0.0124057222106123,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,2,1,1,2,0
1307-TVUFB,0.7704918032786886,0,1,0,0,0.0,Santa Ynez,0,0.0,0.5774647887323944,0.75,1,0.270254050810162,1,1,0.2235294117647058,0,1,0,0,0,0,0,1,1,0.607960199004975,0.3837179783060235,0.0,0.0,0.1591765973204066,0.3253191592559947,0.75,0,0,0.8131868131868132,0.0880587058038692,,0.0541349241028174,0.5714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,2,2,0,1,0
7503-MIOGA,0.8032786885245903,0,1,1,0,0.0,Shandon,0,0.0,1.0,1.0,1,0.9703940788157632,1,1,0.2,1,1,1,1,1,1,0,1,1,0.7124378109452736,0.7706612047080545,0.0,0.0,0.9798020601898608,0.8503702130292909,0.5,0,0,0.5604395604395604,0.8623526795641538,,0.0118167828713642,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,2,3,1,0
2499-AJYUA,0.8196721311475411,0,1,1,0,0.0,Benton,1,0.7272727272727273,1.0,1.0,1,0.3170634126825365,1,1,0.0235294117647058,0,1,1,1,1,1,0,1,1,0.9208955223880596,0.9073909531502424,0.0,0.0,0.320137345990709,0.7528102572508066,1.0,0,0,0.8241758241758242,0.8739159439626416,,0.003125178106655,0.8571428571428572,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,3,1,0
6919-ELBGL,0.918032786885246,0,1,1,0,0.0,Big Pine,1,0.2727272727272727,1.0,1.0,1,0.4276855371074214,1,1,0.0235294117647058,1,1,1,1,1,1,0,1,1,0.9621890547263682,0.9436418186014308,0.0,0.0,0.4318319531407796,0.8123780103328488,0.5,0,0,0.6153846153846154,0.9484100511452078,,0.0172407242054068,1.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3,1,0
3966-HRMZA,0.9016393442622952,0,1,0,0,0.0,Bishop,0,0.0,0.028169014084507,0.25,1,0.8289657931586317,0,1,0.1529411764705882,0,0,1,0,0,0,0,0,0,0.5651741293532337,0.0212439418416801,0.1102631050411729,0.0666666666666666,0.0348751094055073,0.0259550526092199,0.75,1,0,0.5604395604395604,0.3428952635090059,,0.1263179892471075,0.2857142857142857,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,0
5671-RQRLP,0.8688524590163934,0,1,1,0,0.0,Fowler,1,0.3636363636363636,0.971830985915493,1.0,1,0.3374674934986997,1,1,0.0352941176470588,0,0,0,0,0,0,0,1,1,0.5711442786069653,0.6222709439187629,0.5155653745732075,0.0,0.3312742655804664,0.5473558243114639,0.75,0,0,0.2747252747252747,0.4843228819212808,,0.0534224974827592,0.4285714285714285,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
4785-NKHCX,0.7540983606557378,0,1,0,0,0.0,O Neals,0,0.0,0.056338028169014,0.25,1,0.6029205841168234,0,0,0.0,0,0,0,0,0,0,0,0,0,0.017910447761194,0.0086948996076621,0.0,0.0,0.0422754101303889,0.0186896114561154,1.0,0,0,0.2857142857142857,0.0335779408494552,,0.0015388414993255,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,2,0,2,2,0
4250-WAROZ,0.836065573770492,0,1,1,1,0.3333333333333333,Fresno,1,0.3636363636363636,0.8309859154929577,1.0,1,0.3936787357471494,1,1,0.6235294117647059,1,1,0,0,0,1,0,1,1,0.7462686567164178,0.6641760904684976,0.0,0.0,0.3312462128862856,0.5798629868924351,0.5,0,0,0.7142857142857143,0.5225706026239716,,0.131532952105933,0.7142857142857142,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,1,0
3523-BRGUW,0.7540983606557378,0,1,0,0,0.0,Los Altos,0,0.0,0.352112676056338,0.5,1,0.5977195439087818,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0104477611940298,0.0560120009231479,0.1906005221932114,0.0,0.2179357705514037,0.1045519393743759,1.0,0,0,0.6483516483516484,0.0591505448076495,,0.1754944240743203,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,2,1,2,2,0
2123-AGEEN,0.7704918032786886,0,1,0,0,0.0,Millbrae,0,0.0,0.0845070422535211,0.25,1,0.5259051810362072,0,1,0.2352941176470588,0,0,1,0,1,0,0,0,1,0.6577114427860695,0.0681802446342026,0.5858606145812412,0.0666666666666666,0.0516253731008326,0.0629830456314528,0.5,0,0,0.3626373626373626,0.0231265287969757,,0.1932006003381651,0.2857142857142857,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0
1258-YMZNM,0.836065573770492,0,1,0,0,0.0,Montara,0,0.0,0.3661971830985915,0.5,1,0.7153430686137228,1,1,0.0470588235294117,1,1,1,0,1,1,0,1,1,0.917910447761194,0.3275790445418878,0.0,0.0,0.2708543728539689,0.3179266063331766,0.5,0,0,0.5604395604395604,0.6657771847898599,,0.0221802154378099,0.8571428571428572,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3,1,0
6259-WJQLC,0.9508196721311476,0,1,0,0,0.0,Pacifica,0,0.0,0.4366197183098592,0.5,1,0.0224044808961792,1,1,0.0588235294117647,0,0,1,0,0,0,0,1,1,0.6253731343283582,0.3000750057696745,0.3866238200441855,0.0,0.0100540855943804,0.2186389340005586,0.75,0,0,0.4945054945054945,0.0311318656882366,,0.369264965708532,0.5714285714285714,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,1,2,1,0,1,0
7508-SMHXL,0.8688524590163934,0,1,0,0,0.0,San Francisco,0,0.0,0.1971830985915492,0.25,1,0.0334066813362672,1,1,0.2470588235294117,0,1,0,0,1,0,0,1,0,0.7039800995024875,0.1464920378490653,0.9176541474191604,0.0,0.0070271998922776,0.1042232885487348,0.75,0,0,0.7912087912087913,0.5445852790749388,,0.534975397534054,0.5714285714285714,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0
3956-CJUST,0.7868852459016394,0,1,0,0,0.0,San Francisco,0,0.0,0.3098591549295775,0.5,1,0.3524704940988198,0,1,0.2941176470588235,1,0,0,0,0,0,0,0,1,0.5686567164179105,0.1874855758135241,0.0,0.5333333333333333,0.1136863484369039,0.176237959922997,0.75,0,0,0.4835164835164836,0.1085167889704247,,0.314522104223265,0.2857142857142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,0,1,0
4824-GUCBY,0.9508196721311476,0,1,0,0,0.0,San Francisco,0,0.0,0.295774647887324,0.5,1,0.4686937387477495,0,1,0.2588235294117647,1,1,0,0,0,0,0,1,0,0.6313432835820896,0.2079506115855066,0.600120506125728,0.0,0.1446004174240894,0.1910958205315613,0.75,0,0,0.3186813186813186,0.8003113186568822,,0.1959838136671922,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0
6630-UJZMY,0.8852459016393442,0,1,1,0,0.0,Palo Alto,1,0.9090909090909092,0.0422535211267605,0.25,1,0.2868573714742948,1,1,0.1647058823529411,0,0,0,0,1,0,0,1,1,0.6467661691542288,0.0333775675051927,0.8019682667202249,0.0,0.0160910253820776,0.025432389082437,0.5,0,0,0.3516483516483517,0.7222592839670892,,0.2325455478085757,0.4285714285714285,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0
9904-EHEVJ,0.7704918032786886,0,1,1,1,0.1111111111111111,Bethel Island,1,0.8181818181818182,0.4366197183098592,0.5,1,0.1146229245849169,1,1,0.3529411764705882,0,0,1,0,1,0,0,1,1,0.7273631840796019,0.3320736210477729,0.5418758786905,0.0,0.0514374200498215,0.2535185708623028,1.0,0,0,0.3296703296703296,0.2139203913720257,,0.0224936831506354,0.5714285714285714,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0
2826-DXLQO,1.0,0,1,1,0,0.0,El Cerrito,1,0.9090909090909092,0.0845070422535211,0.25,0,0.0,0,1,0.1529411764705882,1,0,0,0,0,0,0,1,0,0.1149253731343283,0.023269097622894,0.237597911227154,0.0,0.0,0.01565983552406,0.5,0,0,0.7032967032967034,0.129864354013787,,0.2197123696259285,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,1,1,0
9489-UTFKA,0.9344262295081968,0,1,1,0,0.0,Travis Afb,1,0.8181818181818182,0.0985915492957746,0.25,1,0.4480896179235847,0,1,0.2705882352941176,1,0,0,0,1,0,0,1,0,0.4243781094527362,0.0615220401569351,0.3329985940951998,0.0,0.0502704279719024,0.0579704933441935,0.5,0,0,0.2417582417582417,0.0295752724038247,,0.0946767482949256,0.4285714285714285,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,2,1,0
4849-PYRLQ,1.0,0,1,0,0,0.0,Fremont,0,0.0,0.7746478873239437,1.0,1,0.7461492298459692,1,1,0.0941176470588235,1,0,1,1,0,1,0,1,0,0.5472636815920398,0.4656588968382183,0.3446475195822454,0.0,0.5859646760474876,0.5104942473561589,0.5,0,0,0.2307692307692308,0.4465199021569935,,0.6319889051427703,0.8571428571428572,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,3,1,0
2858-EIMXH,0.8196721311475411,0,1,1,0,0.0,Vallejo,1,0.0909090909090909,0.7323943661971831,0.75,1,0.6019203840768154,1,1,0.1411764705882353,0,0,0,0,1,1,0,1,1,0.772139303482587,0.5766732056312024,0.3785900783289817,0.0,0.4473759509863327,0.5494916365473098,0.5,0,0,0.6593406593406593,0.7387146986880142,,0.0014058551969147,0.4285714285714285,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,3,1,0
6419-ZTTLE,0.8196721311475411,0,1,1,0,0.0,Yountville,1,0.1818181818181818,0.3098591549295775,0.5,1,0.9167833566713344,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0248756218905472,0.0538195245788137,0.7559750954006829,0.0,0.2957006440898584,0.1237909747298456,1.0,0,0,0.4395604395604395,0.3146542139203913,,0.0271861998214183,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,2,2,2,0
8242-SOQUO,0.8852459016393442,0,1,0,0,0.0,Oakland,0,0.0,0.056338028169014,0.25,1,0.2844568913782757,0,1,0.0470588235294117,0,1,0,0,1,0,0,1,1,0.6611940298507463,0.0431225478882991,0.8274753966659972,0.0,0.0199454655625126,0.0335374369249655,0.75,0,0,0.5384615384615384,0.1460973982655103,,0.2327925223701958,0.4285714285714285,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0
7460-ITWWP,0.7868852459016394,0,1,1,0,0.0,Oakland,1,0.4545454545454546,0.619718309859155,0.75,1,0.8171634326865373,0,1,0.2823529411764706,0,0,1,0,0,1,0,1,1,0.6751243781094527,0.443416801292407,0.2448282787708375,0.0,0.5156786507776208,0.4738383907649954,0.75,0,0,0.3956043956043956,0.1552145875027796,,0.2919999240078272,0.4285714285714285,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,3,1,0
7868-TMWMZ,0.8196721311475411,0,1,1,0,0.0,Berkeley,1,0.1818181818181818,0.8309859154929577,1.0,1,0.49249849969994,0,1,0.3529411764705882,1,1,1,1,1,1,0,1,1,0.9129353233830844,0.7673147934456497,0.0,0.0,0.414394398438026,0.6793948476247661,1.0,0,0,0.5934065934065934,0.6559928841449854,,0.1876246746585101,0.8571428571428572,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,1,0
4829-ZLJTK,1.0,0,1,1,0,0.0,Penngrove,1,0.4545454545454546,1.0,1.0,1,0.3046609321864373,1,1,0.0235294117647058,1,1,1,0,1,1,0,1,1,0.93681592039801,0.9263847219016847,0.0,0.0,0.3076146233084225,0.7628420519184679,0.5,0,0,0.3516483516483517,0.9208361129641982,,0.0357733153485191,0.8571428571428572,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3,1,0
8883-GRDWQ,0.8032786885245903,0,1,0,0,0.0,Stinson Beach,0,0.0,0.2676056338028169,0.5,1,0.4462892578515703,0,1,0.2470588235294117,1,0,0,1,0,0,0,1,0,0.3557213930348258,0.1196745903531041,0.0,0.0,0.1251711214345025,0.123828606503774,0.75,0,0,0.1648351648351648,0.6864576384256169,,0.0073142466325968,0.5714285714285714,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,3,1,2,1,2,1,0
9845-PEEKO,0.8524590163934426,0,1,0,0,0.0,Brookdale,0,0.0,0.8169014084507042,1.0,1,0.122624524904981,1,1,0.0235294117647058,0,1,0,0,0,0,0,1,1,0.6064676616915423,0.5275271174705747,0.0,0.0,0.1014581790435153,0.4123321831948205,1.0,0,0,0.2197802197802198,0.755392483878141,,0.009461025514372,0.5714285714285714,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
1751-NCDLI,0.9016393442622952,0,1,1,0,0.0,Castroville,1,0.5454545454545454,0.6338028169014085,0.75,1,0.0840168033606721,1,1,0.2588235294117647,0,0,1,0,1,1,0,1,1,0.8019900497512437,0.5245903531040849,0.0,0.0,0.0541978051572073,0.3961153974166205,1.0,0,0,0.3956043956043956,0.1418723593506782,,0.0814161141402435,0.5714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0
2176-LVPNX,0.8196721311475411,0,1,0,0,0.0,San Jose,0,0.0,0.9859154929577464,1.0,1,0.7479495899179837,1,1,0.2588235294117647,1,1,1,1,1,1,0,0,0,0.7124378109452736,0.7240537733671821,0.0,0.9333333333333332,0.744712067146929,0.7582200338184208,0.5,0,0,0.3076923076923077,0.6651100733822548,,0.0052244618804263,0.8571428571428572,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,1,3,1,0
3452-ABWRL,0.836065573770492,0,1,0,0,0.0,San Jose,0,0.0,0.647887323943662,0.75,1,0.8817763552710542,1,1,0.2352941176470588,0,0,0,0,1,0,0,1,1,0.6746268656716418,0.4438956842834064,0.0,0.0,0.5811844969590879,0.4947323879116707,0.5,0,0,0.7032967032967034,0.7836335334667555,,0.3852518190626365,0.4285714285714285,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,2,1,3,1,0
1779-PWPMG,0.8852459016393442,0,1,1,0,0.0,San Jose,1,0.0909090909090909,1.0,1.0,1,0.0918183636727345,1,1,0.3176470588235294,1,1,1,1,1,1,0,1,1,0.9592039800995026,0.9595141933994924,0.0,0.0,0.0927085437285397,0.7227867917491082,0.5,0,0,0.2637362637362637,0.7571714476317544,,0.0666071394646351,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0
3082-WQRVY,0.8852459016393442,0,1,1,0,0.0,Stockton,1,0.7272727272727273,0.1830985915492957,0.25,1,0.915383076615323,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0139303482587064,0.0242153242557119,0.0,0.0,0.1797167799995511,0.0709091334824109,1.0,0,0,0.6703296703296704,0.2132532799644207,,0.1552710070862701,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,2,0
2460-NGXBJ,0.7540983606557378,0,1,1,1,0.1111111111111111,Stockton,1,0.7272727272727273,0.1408450704225352,0.25,1,0.5729145829165834,1,1,0.2588235294117647,0,0,0,0,0,0,0,1,1,0.5666666666666667,0.0872951765520424,0.0,0.0,0.088377207747032,0.0893946970976703,1.0,0,0,0.2527472527472527,0.7093617967533912,,0.4715884263920816,0.4285714285714285,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,1,2,1,0
5268-DSMNQ,0.7540983606557378,0,1,1,0,0.0,Farmington,1,0.4545454545454546,0.8591549295774649,1.0,1,0.2282456491298259,1,1,0.2941176470588235,0,1,1,0,1,0,0,1,1,0.7930348258706468,0.6828698361412416,0.0,0.0,0.1984503691734554,0.553823471857287,1.0,0,0,0.4945054945054945,0.7616188570157882,,0.0055569276364534,0.7142857142857142,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0
6242-MBHPK,0.7868852459016394,0,1,1,0,0.0,Hathaway Pines,1,0.0909090909090909,0.3098591549295775,0.5,1,0.8377675535107022,0,1,0.1411764705882353,1,0,0,0,1,1,1,1,1,0.7646766169154228,0.2662416339718439,0.0,0.0,0.2702147714266478,0.2732844510527698,0.5,0,0,0.6703296703296704,0.4496330887258171,,0.0030776829986511,0.4285714285714285,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,2,2,1,0
