Customer ID,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Tenure Category,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,New Customer,Churn Label,Churn Score,CLTV,Churn Reason,Population,Engagement Score,Gender_Male,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Price,Density_High,Density_Low,Contract_Month-to-Month,Contract_One Year,Contract_Two Year
2000-DHJUY,0.7868852459016394,0,1,1,0,0.0,Menlo Park,1,0.09090909090909091,0.971830985915493,1.0,1,0.37347469493898783,1,1,0.24705882352941178,1,1,1,1,1,1,1,1,1,0.735820895522388,0.7449399953842604,0.0,0.0,0.36662066024821033,0.6489381985920699,0.75,0,0,0.4285714285714286,0.7251501000667111,,0.3709462925318692,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
9796-BPKIW,0.7868852459016394,0,1,0,0,0.0,Redwood City,0,0.0,0.09859154929577466,0.25,1,0.8507701540308062,0,1,0.07058823529411765,0,0,0,0,0,0,0,1,1,0.5144278606965175,0.06276252019386108,0.0,0.0,0.09544648668058081,0.07372315391061032,0.5,0,0,0.46153846153846156,0.20813875917278185,,0.3073598419362806,0.2857142857142857,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
9137-NOQKA,1.0,0,1,0,0,0.0,South San Francisco,0,0.0,0.014084507042253521,0.0,1,0.14062812562512503,0,0,0.0,0,0,0,0,0,0,0,0,0,0.009452736318407956,0.002123240249249943,0.0,0.0,0.003944208801813327,0.002500422312129641,1.0,1,0,0.2087912087912088,0.5723815877251499,,0.575526720747763,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7748-UMTRK,1.0,0,1,0,1,0.1111111111111111,San Francisco,0,0.0,0.4084507042253521,0.5,1,0.7485497099419884,1,1,0.2,0,0,0,1,1,1,1,1,1,0.8263681592039801,0.34106854373413337,0.0,0.0,0.3149195448730897,0.3408385028240556,0.75,0,0,0.31868131868131866,0.0971758950411385,,0.2496912817979748,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6463-MVYRY,0.7868852459016394,0,1,0,0,0.0,Palo Alto,0,0.0,0.7887323943661972,1.0,1,0.2246449289857972,0,1,0.3529411764705882,1,0,1,1,1,0,0,1,0,0.5134328358208955,0.4597507500576967,0.0,0.0,0.1795681007203932,0.38649922478545706,0.75,0,0,0.7362637362637363,0.6128530131198575,,0.15376066265174687,0.7142857142857142,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4526-ZJJTM,0.8688524590163934,0,1,1,0,0.0,San Mateo,1,0.09090909090909091,0.33802816901408456,0.5,1,0.38887777555511105,0,1,0.047058823529411764,0,1,1,0,0,1,1,1,0,0.6980099502487562,0.2506750519270713,0.0,0.0,0.13633609371844074,0.22209353084718322,0.5,0,0,0.5054945054945055,0.6328663553480096,,0.3601554039933887,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
5315-CKEQK,0.8852459016393442,0,1,1,1,0.2222222222222222,Castro Valley,1,0.09090909090909091,0.3802816901408451,0.5,1,0.09421884376875375,1,1,0.24705882352941178,0,0,0,0,0,0,0,0,1,0.32587064676616917,0.15728132933302563,0.0,0.5333333333333333,0.03699589308557194,0.13148709062901928,0.5,0,0,0.4285714285714286,0.7098065376917944,,0.39598571347151246,0.2857142857142857,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0907-HQNTS,0.9016393442622951,0,1,1,0,0.0,Pittsburg,1,0.7272727272727273,0.971830985915493,1.0,1,0.9241848369673936,1,1,0.16470588235294117,1,1,1,1,1,1,0,1,1,0.9427860696517413,0.9195476575121164,0.0,0.0,0.9072241298054267,0.9366331102744778,0.5,0,0,0.46153846153846156,0.5748276628863687,,0.7485703972490834,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
8250-ZNGGW,0.9836065573770493,0,1,0,0,0.0,Rio Vista,0,0.0,0.056338028169014086,0.25,1,0.8799759951990399,0,1,0.3176470588235294,1,1,0,1,0,0,0,0,0,0.4144278606965174,0.031046618970690058,0.0,0.13333333333333333,0.0617019008505577,0.042351634640633296,0.75,0,0,0.32967032967032966,0.36891260840560375,,0.049727378080057755,0.5714285714285714,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
8166-ORCHU,0.8852459016393442,0,1,1,0,0.0,Oakland,1,0.9090909090909092,0.4507042253521127,0.5,1,0.8909781956391278,0,1,0.21176470588235294,1,1,0,1,0,1,0,1,1,0.7492537313432835,0.3504154165705054,0.0,0.0,0.4123241096074867,0.3766488988942948,0.75,0,0,0.17582417582417584,0.5361352012452747,,0.40696658244200845,0.7142857142857142,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1855-CFULU,0.7540983606557378,0,1,0,0,0.0,Oakland,0,0.0,0.04225352112676056,0.25,1,0.8397679535907181,0,0,0.0,0,0,0,0,0,0,0,0,0,0.01791044776119402,0.008383337179783061,0.0,0.0,0.04710608406831392,0.01990386336153765,1.0,0,0,0.16483516483516486,0.3239937736268624,,0.23279252237019588,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8628-MFKAX,0.9836065573770493,0,1,1,0,0.0,San Pablo,1,0.5454545454545454,1.0,1.0,1,0.2950590118023605,1,1,0.18823529411764706,1,1,1,1,1,1,0,1,1,0.9800995024875622,0.9529483037156704,0.0,0.0,0.2979196121995557,0.7792026746992384,0.5,0,0,0.6923076923076923,0.6882366021792305,,0.5291809943575811,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
9508-ILZDG,0.9836065573770493,0,1,0,0,0.0,Dillon Beach,0,0.0,0.46478873239436624,0.5,1,0.2846569313862773,1,1,0.15294117647058825,0,1,0,1,1,0,0,1,1,0.7771144278606964,0.365964689591507,0.0,0.0,0.1357245449853004,0.3054621265464569,0.75,0,0,0.2967032967032967,0.7609517456081831,,0.0030301878906472636,0.7142857142857142,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
6128-AQBMT,0.7540983606557378,0,1,1,0,0.0,Nicasio,1,0.7272727272727273,0.5633802816901409,0.75,0,0.0,0,1,0.10588235294117647,0,1,1,0,1,1,1,1,1,0.35522388059701493,0.25347334410339256,0.0,0.0,0.0,0.18347914948845875,0.5,0,0,0.4505494505494506,0.4262841894596397,,0.005661416874061971,0.42857142857142855,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4295-YURET,0.9672131147540984,0,1,1,1,0.1111111111111111,San Quentin,1,0.7272727272727273,0.7746478873239437,1.0,1,0.11862372474494899,0,1,0.22352941176470587,1,0,0,1,1,1,0,0,1,0.5407960199004974,0.46913801061620125,0.0,0.9333333333333333,0.09315738683543168,0.3792505088652097,0.75,0,0,0.8131868131868132,0.9682010229041582,,0.061145202044189446,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7693-QPEFS,0.9180327868852459,0,1,0,0,0.0,Davenport,0,0.0,0.7183098591549296,0.75,1,0.8439687937587518,1,1,0.12941176470588234,0,0,0,0,0,0,0,1,1,0.5442786069651742,0.43975882760212326,0.0,0.0,0.6154424470926189,0.5019468171045611,0.5,0,0,0.7362637362637363,0.5259061596619969,,0.008036172274255753,0.42857142857142855,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0924-BJCRC,0.836065573770492,0,1,1,0,0.0,Felton,1,0.5454545454545454,0.8309859154929577,1.0,1,0.4936987397479496,1,1,0.22352941176470587,0,1,0,0,0,1,0,0,0,0.708457711442786,0.6087929840756982,0.0,0.06666666666666667,0.41540429542853297,0.565650720272153,0.5,0,0,0.4285714285714286,0.5196797865243497,,0.08280297129395672,0.42857142857142855,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5533-NHFRF,0.9180327868852459,0,1,0,0,0.0,San Jose,0,0.0,0.08450704225352114,0.25,0,0.0,0,1,0.3058823529411765,0,1,0,1,0,1,0,1,1,0.2601990049751243,0.028502192476344335,0.0,0.0,0.0,0.020441579597891953,0.75,0,0,0.7912087912087913,0.3128752501667778,,0.38525181906263656,0.42857142857142855,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4360-QRAVE,0.9180327868852459,0,1,0,0,0.0,Farmington,0,0.0,0.5070422535211268,0.75,0,0.0,0,1,0.3411764705882353,0,1,1,0,0,0,0,1,0,0.18308457711442783,0.14957304408031388,0.0,0.0,0.0,0.10818215116599961,1.0,0,0,0.7362637362637363,0.10918390037802977,,0.005556927636453445,0.42857142857142855,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
8433-WPJTV,0.9344262295081968,0,1,1,1,0.3333333333333333,French Camp,1,0.7272727272727273,0.9014084507042254,1.0,1,0.031606321264252855,1,1,0.3176470588235294,0,0,1,1,1,1,0,1,1,0.8522388059701492,0.7787099007615971,0.0,0.0,0.02881011692362935,0.57270876853783,0.5,0,0,0.7692307692307693,0.8152101400933955,,0.04828352679673993,0.7142857142857142,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
5387-ASZNZ,0.8688524590163934,0,1,0,0,0.0,Cressey,0,0.0,0.9154929577464789,1.0,1,0.7297459491898379,1,1,0.058823529411764705,1,1,0,1,0,0,0,1,1,0.4537313432835821,0.47952342487883687,0.0,0.0,0.6754191072510605,0.5486436672414572,0.5,0,0,0.8241758241758242,0.5901712252612852,,0.00041795695043410526,0.8571428571428572,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2277-DJJDL,0.8196721311475411,0,1,1,0,0.0,La Grange,1,0.4545454545454546,0.8309859154929577,1.0,1,0.20804160832166435,1,1,0.058823529411764705,0,0,0,1,1,1,0,0,1,0.8034825870646766,0.6922570966997461,0.0,1.0,0.17504881168787453,0.5661942903400072,0.5,0,0,0.38461538461538464,0.6137424949966643,,0.01650929954214716,0.42857142857142855,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
6963-EZQEE,0.8196721311475411,0,1,1,0,0.0,Midpines,1,0.36363636363636365,0.971830985915493,1.0,1,0.8189637927585517,1,1,0.09411764705882353,1,1,1,1,1,1,0,1,1,0.699502487562189,0.7255596584352643,0.0,0.0,0.8039341098319083,0.7652580118046693,0.5,0,0,0.3516483516483517,0.4656437625083389,,0.0040085871155271,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2452-KDRRH,0.9344262295081968,0,1,0,0,0.0,Mi Wuk Village,0,0.0,0.9295774647887325,1.0,1,0.7771554310862173,1,1,0.22352941176470587,0,0,1,0,1,1,0,1,1,0.827363184079602,0.7872432494807293,0.0,0.0,0.7301976031778094,0.7879792406409778,0.75,0,0,0.25274725274725274,0.7262619524127194,,0.012035260368182078,0.5714285714285714,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5248-RPYWW,0.9672131147540984,0,1,1,1,0.1111111111111111,Turlock,1,0.18181818181818182,1.0,1.0,1,0.19763952790558115,1,1,0.18823529411764706,1,1,1,1,1,1,0,1,1,0.7154228855721393,0.7728652204015694,0.0,0.0,0.19955564532417697,0.6193730044706547,0.5,0,0,0.4835164835164836,0.5788303313319991,,0.23459733647434314,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7923-IYJWY,0.8032786885245903,0,1,0,0,0.0,Twain Harte,0,0.0,0.9295774647887325,1.0,1,0.8913782756551311,1,1,0.3411764705882353,1,1,1,1,1,1,0,0,1,0.9736318407960197,0.902498269097623,0.0,0.26666666666666666,0.8375187953051012,0.9068429617711353,0.5,0,0,0.6043956043956045,0.8656882366021792,,0.045946767482949256,0.8571428571428572,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1658-TJVOA,0.7540983606557378,0,1,0,0,0.0,Cazadero,0,0.0,0.07042253521126761,0.25,1,0.2534506901380276,0,1,0.23529411764705882,1,0,0,0,0,0,0,1,1,0.5557213930348258,0.04986152780983153,0.0,0.0,0.02132565811620548,0.042278043616062244,0.5,0,0,0.8131868131868132,0.6032910829441849,,0.014856469783612289,0.42857142857142855,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0674-DGMAQ,0.9672131147540984,0,1,1,0,0.0,Elk,1,0.8181818181818182,0.4366197183098592,0.5,1,0.8709741948389678,1,1,0.03529411764705882,0,1,1,0,0,1,0,1,1,0.7487562189054726,0.34064158781444726,0.0,0.0,0.39085257748154134,0.36316501616493757,1.0,0,0,0.7912087912087913,0.8452301534356237,,0.0035336360354883446,0.7142857142857142,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2761-XECQW,0.7868852459016394,0,1,1,0,0.0,Glenhaven,1,0.09090909090909091,0.09859154929577466,0.25,0,0.0,0,1,0.3176470588235294,0,1,1,0,0,1,0,1,1,0.24975124378109453,0.04068774521117009,0.0,0.0,0.0,0.029272502546416702,0.5,0,0,0.6923076923076923,0.12386035134534129,,0.0015578395425271197,0.42857142857142855,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
8059-UDZFY,0.8852459016393442,0,1,0,1,0.2222222222222222,Lucerne,0,0.0,0.4507042253521127,0.5,1,0.2550510102020404,1,1,0.22352941176470587,0,1,1,0,1,1,0,1,1,0.8666666666666666,0.39767482114008773,0.0,0.0,0.11803171076550194,0.3231682943105776,1.0,0,0,0.5824175824175825,0.6081832332666222,,0.028411573607918385,0.7142857142857142,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
7740-BTPUX,0.8688524590163934,0,1,1,0,0.0,Manchester,1,0.6363636363636364,0.7605633802816901,1.0,1,0.25825165033006603,1,1,0.24705882352941178,0,1,1,1,1,1,0,1,1,0.9487562189054725,0.7239672282483268,0.0,0.0,0.19918815503040913,0.5838268670795569,1.0,0,0,0.5604395604395604,0.8341116299755391,,0.005461937420445694,0.8571428571428572,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
8648-PFRMP,0.8524590163934426,0,1,0,0,0.0,Ferndale,0,0.0,0.18309859154929578,0.25,0,0.0,0,1,0.058823529411764705,0,0,0,0,1,1,1,1,1,0.2796019900497512,0.0754558042926379,0.0,0.0,0.0,0.05446906584556924,0.75,0,0,0.4285714285714286,0.011785634867689576,,0.028060109808689705,0.14285714285714285,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
8996-ZROXE,0.9672131147540984,0,1,0,0,0.0,Miranda,0,0.0,0.7887323943661972,1.0,1,0.5689137827565514,0,1,0.2823529411764706,0,0,1,1,0,0,0,1,1,0.35074626865671643,0.3481421647819063,0.0,0.0,0.4547566148252879,0.3876507570676653,0.75,0,0,0.5824175824175825,0.7822993106515455,,0.008131162490263504,0.5714285714285714,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
2207-QPJED,0.7704918032786886,0,1,1,0,0.0,Somes Bar,1,0.7272727272727273,0.5070422535211268,0.75,1,0.3120624124824965,0,1,0.22352941176470587,0,0,1,1,1,0,0,1,0,0.7139303482587065,0.3869086083544888,0.0,0.0,0.1619201508112839,0.32844928658519246,0.75,0,0,0.6263736263736264,0.454747609517456,,0.001814313125748048,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0516-QREYC,0.9672131147540984,0,1,0,0,0.0,Capay,0,0.0,0.323943661971831,0.5,1,0.36787357471494303,0,0,0.0,0,0,0,0,0,0,0,0,1,0.020398009950248763,0.05090583891068544,0.0,0.0,0.12381337103615433,0.07358684326282532,1.0,0,0,0.7252747252747254,0.3862575050033355,,0.002384254421794555,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3865-QBWSJ,0.9344262295081968,0,1,0,1,0.2222222222222222,Courtland,0,0.0,0.5211267605633804,0.75,1,0.9027805561112223,1,1,0.3176470588235294,1,0,0,0,0,0,0,1,1,0.618905472636816,0.36277982921763213,0.0,0.0,0.481086873583339,0.40610788778706775,0.5,0,0,0.3956043956043956,0.2052479430731599,,0.006535326861333283,0.5714285714285714,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
5857-TYBCJ,0.8688524590163934,0,1,1,0,0.0,Dixon,1,0.5454545454545454,0.6056338028169015,0.75,1,0.2930586117223445,1,1,0.3529411764705882,0,0,1,0,1,0,0,1,1,0.7059701492537314,0.46404338795291944,0.0,0.0,0.18082766668910885,0.3899855995745101,0.75,0,0,0.34065934065934067,0.2050255726039582,,0.17590288200315368,0.5714285714285714,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4176-RELJR,0.8852459016393442,0,1,0,0,0.0,Elmira,0,0.0,0.9295774647887325,1.0,1,0.2938587717543509,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0681592039800995,0.19078582967920613,0.0,0.0,0.2761030319351871,0.22035661541497814,0.5,0,0,0.2307692307692308,0.9750945074494106,,0.0015198434561240193,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7924-GJZFI,0.9180327868852459,0,1,1,0,0.0,Jackson,1,0.6363636363636364,0.33802816901408456,0.5,1,0.7719543908781757,0,1,0.2823529411764706,0,0,0,0,0,0,0,1,1,0.507960199004975,0.2070505423494115,0.0,0.0,0.2706383671087772,0.23051468559071014,0.75,0,0,0.4945054945054945,0.542361574382922,,0.058808442730398765,0.2857142857142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5897-ZYEKH,0.9016393442622951,0,1,1,0,0.0,Lincoln,1,0.2727272727272727,0.9295774647887325,1.0,1,0.23824764952990599,1,1,0.11764705882352941,1,1,0,0,1,1,1,1,1,0.8691542288557214,0.8185264251096238,0.0,0.0,0.22385208375412377,0.6597067397670844,0.5,0,0,0.43956043956043955,0.8372248165443628,,0.14509755495183996,0.7142857142857142,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
5456-ITGIC,0.9344262295081968,0,1,1,0,0.0,Loomis,1,0.8181818181818182,1.0,1.0,0,0.0,0,1,0.10588235294117647,1,1,1,1,1,1,1,1,1,0.4597014925373134,0.5333833371797831,0.0,0.0,0.0,0.38633113619524373,1.0,0,0,0.6923076923076923,0.7320435846119635,,0.10619906149666584,0.7142857142857142,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8070-AAWZP,0.8032786885245903,0,1,1,0,0.0,Sheridan,1,0.2727272727272727,0.323943661971831,0.5,0,0.0,0,1,0.32941176470588235,0,0,1,1,0,0,0,1,0,0.15920398009950248,0.09339949226863606,0.0,0.0,0.0,0.06747293439192907,0.75,0,0,0.6373626373626374,0.11607738492328218,,0.011474818093736346,0.42857142857142855,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
6860-YRJZP,0.7704918032786886,0,1,0,0,0.0,Sacramento,0,0.0,0.11267605633802817,0.25,1,0.7955591118223646,1,1,0.29411764705882354,0,0,0,0,0,0,0,1,1,0.5552238805970149,0.07611931687052852,0.0,0.0,0.10040900828115533,0.08488222927283706,1.0,0,0,0.5054945054945055,0.0,,0.35165377966069494,0.42857142857142855,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
9391-DXGGG,0.836065573770492,0,1,0,0,0.0,Sacramento,0,0.0,0.6056338028169015,0.75,1,0.7079415883176636,0,1,0.22352941176470587,0,1,1,0,0,1,1,1,0,0.7054726368159204,0.4583371797830602,0.0,0.0,0.43682533270495305,0.46216417823077144,0.75,0,0,0.24175824175824176,0.5259061596619969,,0.08598514353021638,0.5714285714285714,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9844-FELAJ,0.7540983606557378,0,1,1,1,0.2222222222222222,Sacramento,1,0.18181818181818182,0.971830985915493,1.0,1,0.1880376075215043,1,1,0.2,0,1,1,1,1,1,1,0,1,0.8920398009950249,0.8604950380798524,0.0,0.13333333333333333,0.1845867277093292,0.6800889447883338,0.5,0,0,0.5274725274725275,0.8663553480097843,,0.2983737675019473,0.7142857142857142,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
8395-ETZKQ,0.8852459016393442,0,1,1,1,0.1111111111111111,Sacramento,1,0.7272727272727273,0.943661971830986,1.0,1,0.7029405881176236,0,0,0.0,0,0,0,0,0,0,0,0,0,0.01243781094527363,0.13555850450034618,0.0,0.0,0.6703247379878364,0.29785214559649703,0.5,0,0,0.5054945054945055,0.7649544140538136,,0.19930847122746356,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8336-TAVKX,0.8032786885245903,0,1,1,0,0.0,Berry Creek,1,0.9090909090909092,1.0,1.0,1,0.31646329265853174,1,1,0.15294117647058825,1,1,1,1,0,1,1,1,0,0.5990049751243781,0.6535252711747057,0.0,0.0,0.3195314077964048,0.5686520633083514,0.5,0,0,0.7252747252747254,0.4511896820102291,,0.012044759389782852,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0581-BXBUB,0.9344262295081968,0,1,0,0,0.0,Penn Valley,0,0.0,0.04225352112676056,0.25,1,0.7135427085417084,0,1,0.09411764705882353,0,1,0,0,0,0,0,1,0,0.5422885572139303,0.034496884375721217,0.0,0.0,0.04002558405709285,0.03671773995273449,0.75,0,0,0.4945054945054945,0.5559261730042249,,0.09252996941315045,0.42857142857142855,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5150-ITWWB,0.7540983606557378,0,1,0,0,0.0,Hamilton City,0,0.0,0.02816901408450704,0.25,1,0.755751150230046,1,1,0.32941176470588235,0,0,0,0,1,1,1,1,1,0.7621890547263681,0.03657396722824833,0.0,0.0,0.03179492358446106,0.035769419249739504,0.75,1,0,0.38461538461538464,0.5543695797198132,,0.01823812147348823,0.42857142857142855,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
9281-OFDMF,0.9344262295081968,0,1,0,0,0.0,Meadow Valley,0,0.0,0.5352112676056339,0.75,1,0.40128025605121026,1,1,0.03529411764705882,0,1,0,0,0,1,1,1,0,0.7208955223880598,0.3916974382644819,0.0,0.0,0.21946744765367265,0.34907484374451203,0.75,0,0,0.37362637362637363,0.6726706693351121,,0.0027547162642247848,0.5714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
7636-OWBPG,0.9836065573770493,0,1,0,0,0.0,Redding,0,0.0,0.15492957746478872,0.25,0,0.0,0,1,0.047058823529411764,0,1,0,0,0,0,0,1,1,0.11044776119402988,0.0418186014308793,0.7828881301466156,0.0,0.0,0.026832291072572456,0.5,0,0,0.24175824175824176,0.35645986213030906,,0.2999316070444744,0.2857142857142857,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0549-CYCQN,0.8196721311475411,0,1,0,0,0.0,Flournoy,0,0.0,0.7042253521126761,0.75,1,0.49849969993998805,1,1,0.12941176470588234,0,1,0,0,0,0,0,1,1,0.6104477611940298,0.45648511423955684,0.33601124723840126,0.0,0.35652730088197676,0.43548575930048383,1.0,0,0,0.5934065934065934,0.5937291527685122,,0.0006934285768565838,0.5714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
0928-JMXNP,0.9672131147540984,0,1,1,0,0.0,Los Molinos,1,0.2727272727272727,0.04225352112676056,0.25,0,0.0,0,1,0.058823529411764705,0,0,1,0,0,0,0,1,1,0.11592039800995024,0.011475882760212323,0.0,0.0,0.0,0.00810253905760003,0.75,0,0,0.4505494505494506,0.20257949744273956,,0.035573835894902824,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
3629-ZNKXA,0.9508196721311476,0,1,0,0,0.0,Seiad Valley,0,0.0,0.22535211267605634,0.25,1,0.34526905381076217,0,1,0.29411764705882354,0,1,1,0,1,1,0,0,1,0.8313432835820894,0.2000519270713132,0.5452902189194617,0.6000000000000001,0.08231221526515407,0.1745579102825059,0.75,0,0,0.5274725274725275,0.28752501667778513,,0.0030491859338488136,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4827-LTQRJ,0.836065573770492,0,1,1,1,0.2222222222222222,Shasta,1,0.09090909090909091,0.9154929577464789,1.0,1,0.8877775555111023,1,1,0.32941176470588235,1,1,0,1,1,1,0,1,1,0.9189054726368159,0.8299157627509809,0.0,0.0,0.8216858547094865,0.8461771971520274,0.75,0,0,0.6813186813186813,0.7593951523237714,,0.004910994167600736,0.8571428571428572,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
0136-IFMYD,0.8524590163934426,0,1,1,0,0.0,Los Angeles,1,0.09090909090909091,0.9577464788732395,1.0,1,0.3682736547309462,1,1,0.2,0,1,1,1,1,1,0,1,1,0.9124378109452737,0.878773367182091,0.0,0.0,0.35635056890863803,0.742866270055645,1.0,0,0,0.6373626373626374,0.5101178563486768,,0.5175161958318293,0.8571428571428572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
5144-TVGLP,0.8032786885245903,0,1,0,0,0.0,Los Angeles,0,0.0,0.5211267605633804,0.75,1,0.9393878775755151,1,1,0.15294117647058825,0,0,0,0,1,1,0,1,0,0.7611940298507462,0.419363027925225,0.9202651134766017,0.0,0.500594717116632,0.44909759006119765,0.5,0,0,0.7252747252747254,0.3671336446519902,,0.423418887854551,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
9659-ZTWSM,0.8524590163934426,0,1,1,0,0.0,Los Angeles,1,0.6363636363636364,0.9154929577464789,1.0,1,0.15723144628925786,1,1,0.3058823529411765,0,1,1,1,1,1,0,1,1,0.8865671641791043,0.8115797369028387,0.7869050010042177,0.0,0.14552615633205415,0.6280467102303232,0.75,0,0,0.5274725274725275,0.4747609517456081,,0.09233998898113494,0.8571428571428572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2195-VVRJF,0.9016393442622951,0,1,1,0,0.0,Los Angeles,1,0.5454545454545454,0.23943661971830985,0.5,1,0.11462292458491699,0,1,0.15294117647058825,1,0,0,0,0,1,0,1,1,0.40646766169154225,0.11449919224555735,0.6236192006426993,0.0,0.028933548778024648,0.08879258871481639,0.5,0,0,0.27472527472527475,0.09317322659550814,,0.447707886087733,0.42857142857142855,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
